phylum	class	order	family	genus	species	subsp	subsub	key	strain
Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	rubrum			AOLC01	MR1459
Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	rubrum			AOKR01	MR850
Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	soudanense			AOKW01	CBS 452.61
Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	tonsurans			ACPI01	CBS 112818
Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	verrucosum			ACYE01	HKI 0517
Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	violaceum			LHPN01	CMCC(F)T3l
Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera	apis			AARE01	Ascosphaera apis ARSEF 7405
Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera	apis			AZGZ01	ARSEF 7405
Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Amauroascus	mutatus			LJPJ01	Amauroascus mutatus
Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Amauroascus	niger			LJPK01	Amauroascus niger
Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Byssoonygena	ceratinophila			LJPH01	Byssoonygena ceratinophila
Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Onygena	corvina			JWPT01	Onygena corvina CBS 281.48
Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces	ophiodiicola			MWKM01	MYCO-ARIZ AN0400001
Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Uncinocarpus	reesii			AAIW01	Uncinocarpus reesii 1704
Ascomycota	Eurotiomycetes	Onygenales		Chrysosporium	queenslandicum			LJPI01	Chrysosporium queenslandicum
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	immitis			AASO01	Coccidioides immitis H538.4
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	immitis			AATX01	Coccidioides immitis RMSCC 2394
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	immitis			ABBC01	Coccidioides immitis RMSCC 3703
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	immitis			AAEC03	Coccidioides immitis RS
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	posadasii			ACFW01	Coccidioides posadasii C735 delta SOWgp
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	posadasii			ABFO01	Coccidioides posadasii CPA 0001
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	posadasii			ABIV01	Coccidioides posadasii CPA 0020
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	posadasii			ABIW01	Coccidioides posadasii CPA 0066
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	posadasii			ABIS01	Coccidioides posadasii RMSCC 1037
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	posadasii			ABIT01	Coccidioides posadasii RMSCC 1038
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	posadasii			ABFM01	Coccidioides posadasii RMSCC 2133
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	posadasii			ABBB01	Coccidioides posadasii RMSCC 3488
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	posadasii			ABFN01	Coccidioides posadasii RMSCC 3700
Ascomycota	Eurotiomycetes	Onygenales		Coccidioides	posadasii			ABAI02	Coccidioides posadasii str. Silveira
Ascomycota	Eurotiomycetes	Onygenales		Malbranchea	cinnamomea			FQSS02	
Ascomycota	Eurotiomycetes	Onygenales		Paracoccidioides	brasiliensis			ABHV02	Paracoccidioides brasiliensis Pb03
Ascomycota	Eurotiomycetes	Onygenales		Paracoccidioides	brasiliensis			ABKI02	Paracoccidioides brasiliensis Pb18
Ascomycota	Eurotiomycetes	Onygenales		Paracoccidioides	brasiliensis			LYUC01	CNH
Ascomycota	Eurotiomycetes	Onygenales		Paracoccidioides	brasiliensis			LZYO01	Pb300
Ascomycota	Eurotiomycetes	Onygenales		Paracoccidioides	lutzii			ABKH02	Paracoccidioides lutzii Pb01
Ascomycota	Eurotiomycetes	Phaeomoniellales		Phaeomoniella	chlamydospora			LCWF01	Phaeomoniella chlamydospora
Ascomycota	Eurotiomycetes	Phaeomoniellales		Phaeomoniella	chlamydospora			JACF01	Phaeomoniella chlamydospora RR-HG1
Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	pusillum			JFDM01	Endocarpon pusillum KoLRI No. LF000583
Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Endocarpon	pusillum			APWS01	Endocarpon pusillum Z07020
Ascomycota	Eurotiomycetes							PCFH01	CG19_WC_8_21_14_NA_150_52_33
Ascomycota	Eurotiomycetes							PCFI01	CG19_WC_8_21_14_NA_150_52_20
Ascomycota	Eurotiomycetes							PCFJ01	CG19_WC_8_21_14_NA_150_52_9
Ascomycota	Eurotiomycetes							PQME02	MA 6038
Ascomycota	Eurotiomycetes							PQMF01	MA 6039
Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	macilenta			AUPP01	Cladonia macilenta KoLRI003786
Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	metacorallifera			AXCT02	Cladonia metacorallifera KoLRI002260
Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	uncialis			NAPT01	Normore 8774
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Evernia	prunastri			NKYR01	FR SP7-11
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Pseudevernia	furfuracea			NKYQ01	AKPM 0122M
Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Ramalina	intermedia			PEKF01	YAF0013
Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Ramalina	peruviana			MSTJ01	YAF0012
Ascomycota	Lecanoromycetes	Teloschistales	Teloschistineae	Gyalolechia	flavorubescens			AUPK01	Gyalolechia flavorubescens KoLRI002931
Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Lasallia	hispanica			PKMA01	C0002
Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Lasallia	pustulata			JYIL01	Lasallia pustulata
Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Umbilicaria	muehlenbergii			JFDN01	Umbilicaria muehlenbergii KoLRI No. LF000956
Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Umbilicaria	pustulata			FWEW01	
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	graminis			AOLT01	Blumeria graminis f. sp. hordei A6
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	graminis			CAUH01	Blumeria graminis f. sp. hordei DH14
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	graminis			AOIY01	Blumeria graminis f. sp. hordei K1
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	graminis			ASJK01	Blumeria graminis f. sp. tritici 94202
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	graminis			ASJN01	Blumeria graminis f. sp. tritici Bgt#70
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	graminis			ASJL01	Blumeria graminis f. sp. tritici JIW2
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	graminis	hordei		OENG01	
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	graminis	tritici		ANZE01	96224
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	necator			JNUS01	Erysiphe necator
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	necator			JNVN01	Erysiphe necator
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	necator			JOKO01	Erysiphe necator e1-101
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	necator			JNUU01	Erysiphe necator lodi
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	necator			JNUT01	Erysiphe necator ranch-9
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	pisi			CACM01	Erysiphe pisi
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	pisi			CACN01	Erysiphe pisi
Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	pulchra			PEDP01	Cflorida
Ascomycota	Leotiomycetes	Helotiales	Chlorociboriaceae	Chlorociboria	aeruginascens			NCSK02	IHIA39
Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Diplocarpon	rosae			MVNX01	DortE4
Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Marssonina	brunnea			AFXC01	Marssonina brunnea f. sp. 'multigermtubi' MB_m1
Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Marssonina	coronariae			MZNU01	NL1
Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	radicicola			PDUO01	NRRL 12192
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Ascocoryne	sarcoides			AIAA01	Ascocoryne sarcoides NRRL 50072
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	lozoyensis			AGUE01	Glarea lozoyensis 74030
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	lozoyensis			ALVE01	Glarea lozoyensis ATCC 20868
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	fraxineus			LLCC01	Hymenoscyphus fraxineus CBS 133217
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	fructigenus			LKUV01	Hymenoscyphus fructigenus CBS 650.92
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	infarciens			LLCB01	Hymenoscyphus infarciens CBS 122016
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	laetus			LLCA01	Hymenoscyphus laetus CBS 340.76
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	repandus			LLCE01	Hymenoscyphus repandus CBS 341.76
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	salicellus			LLCD01	Hymenoscyphus salicellus CBS 111550
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	scutula			LKTO01	Hymenoscyphus scutula CBS 480.97
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Meliniomyces	bicolor			LXPI01	E
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Meliniomyces	variabilis			LXPR01	F
Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Calycina	herbarum			LLEY01	Calycina herbarum CBS 466.73
Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	ericae			LYBP01	UAMH 7357
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	homoeocarpa			LLKD01	MB01
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	homoeocarpa			LLKE01	SH44
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	homoeocarpa			LLKF01	SE16F4
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	homoeocarpa			LLKG01	RB19
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	homoeocarpa			LLKH01	LWC10
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	homoeocarpa			LLKI01	DRR9
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	homoeocarpa			LLKJ01	CPB17
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	echinophila			JWJA01	Rutstroemia echinophila CBS 111548
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia	sydowiana			JWJB01	Rutstroemia sydowiana CBS 115975
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia				NJPT01	NJR-2017a BBW
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia				NJPS01	NJR-2017a BVV2
Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Rutstroemia				NJPR01	NJR-2017a WRK4
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	cinerea			AORW01	Botrytis cinerea BcDW1
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	cinerea			ALOC01	Botrytis cinerea T4
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	paeoniae			LBGX01	Botrytis paeoniae
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Ciborinia	camelliae			LGKQ01	Ciborinia camelliae ICMP 19812
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	aucupariae			NGKF01	LMK 733
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	fructicola			NGKE01	LMK 125
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	fructicola			PDME01	BR-32
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	fructigena			PDMD01	Mfg5-SP-A
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	fructigena			QKRW01	Mfrg269
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	laxa			PDMC01	EBR-Ba11b
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	laxa			PTPU01	8L
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia	polystroma			PDUE01	SP-61
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Myriosclerotinia	curreyana			NGKJ01	LMK 759
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Myriosclerotinia	duriaeana			NGKI01	LMK 746
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Myriosclerotinia	scirpicola			NGKG01	LMK 735
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	borealis			AYSA01	Sclerotinia borealis F-4157
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	glacialis			NGKH01	LMK 743
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	homoeocarpa			LNGN01	Sclerotinia homoeocarpa
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	homoeocarpa			LNKV01	Sclerotinia homoeocarpa HRI11
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	homoeocarpa			AKKO01	Sclerotinia homoeocarpa LT30
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	sclerotiorum			AAGT01	Sclerotinia sclerotiorum 1980 UF-70
Ascomycota	Leotiomycetes	Helotiales		Cadophora	malorum			FKJQ01	
Ascomycota	Leotiomycetes	Helotiales		Cadophora				PCYN01	DSE1049
Ascomycota	Leotiomycetes	Helotiales		Gamarada	debralockiae			NXFV01	T6G9
Ascomycota	Leotiomycetes	Helotiales		Phialocephala	scopiformis			LKNI01	Phialocephala scopiformis CBS 120377
Ascomycota	Leotiomycetes	Helotiales		Phialocephala	subalpina			FJOG01	UAMH 11012
Ascomycota	Leotiomycetes	Helotiales		Rhynchosporium	agropyri			FJUX01	04CH-RAC-A.6.1
Ascomycota	Leotiomycetes	Helotiales		Rhynchosporium	commune			FJUW01	UK7
Ascomycota	Leotiomycetes	Helotiales		Rhynchosporium	secalis			FJVC01	02CH4-6a.1
Ascomycota	Leotiomycetes	Helotiales						AYLM01	Helotiales sp. VPRI 42388
Ascomycota	Leotiomycetes	Helotiales						MXAW01	F229
Ascomycota	Leotiomycetes		Myxotrichaceae	Amorphotheca	resinae			JZSE01	Amorphotheca resinae ZN1
Ascomycota	Leotiomycetes		Myxotrichaceae	Amorphotheca	resinae			MADK01	ATCC 22711
Ascomycota	Leotiomycetes		Myxotrichaceae	Oidiodendron	maius			JMDP01	Oidiodendron maius Zn
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	destructans			AEFC01	20631-21
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	destructans			LAJJ01	20631-21
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	destructans			AYKP01	M1379
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	pannorum			LNAS01	"	ATC16222"
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	pannorum			AYKR01	M1372
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	verrucosus			LAJO01	UAMH 10579
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				LAJN01	03VT05
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				LNAU01	04NY16
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				LAJM01	05NY08
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				LAJL01	23342-1-I1
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				LAJK01	24MN13
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				LMYD01	BL308
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				LNAR01	BL549
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPKB01	VKM F-103
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPJS01	VKM F-3557
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPJT01	VKM F-3775
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPJR01	VKM F-3808
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPJU01	VKM F-4246
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPJV01	VKM F-4281 (FW-2241)
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPJW01	VKM F-4513 (FW-928)
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPJX01	VKM F-4514 (FW-929)
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPJY01	VKM F-4515 (FW-2607)
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPJZ01	VKM F-4516 (FW-969)
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPKA01	VKM F-4517 (FW-2822)
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPKC01	VKM F-4518 (FW-2643)
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPKD01	VKM F-4519 (FW-2642)
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				JPKE01	VKM F-4520 (FW-2644)
Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus				LAJI01	WSF 3629
Ascomycota	Leotiomycetes			Scytalidium	lignicola			NCSJ01	DSM 105466
Ascomycota	Neolectomycetes	Neolectales	Neolectaceae	Neolecta	irregularis			LXFE01	DAH-3
Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	oligospora			ADOT01	Arthrobotrys oligospora ATCC 24927
Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	haptotyla			AQGS01	Dactylellina haptotyla CBS 200.50
Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Drechslerella	stenobrocha			ASQI01	Drechslerella stenobrocha 248
Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	septimelata			PYSJ01	MG91
Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	septimelata			QLOX01	MG91
Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	omphalodes			CATG01	CBS100304
Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	borchii			NESQ01	Tbo3840
Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	magnatum			PYWC01	091103-1
Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	melanosporum			CABJ01	Tuber melanosporum Mel28
Ascomycota	Pezizomycotina			Endocalyx	cinctus			BCKC01	Endocalyx cinctus JCM 7946
Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis	carinii			LFVZ01	Pneumocystis carinii B80
Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis	jirovecii			LFWA01	Pneumocystis jirovecii RU7
Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis	jirovecii			CAKM01	Pneumocystis jirovecii SE8
Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis	jirovecii			NJFV01	E2178
Ascomycota	Pneumocystidomycetes	Pneumocystidales	Pneumocystidaceae	Pneumocystis	murina			AFWA02	Pneumocystis murina B123
Ascomycota	Saccharomycetes	Saccharomycetales	Alloascoideaceae	Alloascoidea	hylecoeti			BCKZ01	Alloascoidea hylecoeti JCM 7604
Ascomycota	Saccharomycetes	Saccharomycetales	Ascoideaceae	Ascoidea	asiatica			BCKQ01	Ascoidea asiatica JCM 7603
Ascomycota	Saccharomycetes	Saccharomycetales	Ascoideaceae	Ascoidea	rubescens			LYBR01	DSM 1968
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Babjeviella	inositovora			LWKO01	NRRL Y-12698
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	fabryi			LMYN01	Debaryomyces fabryi CBS 789
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	hansenii			CR382133	Debaryomyces hansenii CBS767
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	hansenii			LZDI01	Debaryomyces hansenii strain J6
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	hansenii			AHBE01	Debaryomyces hansenii var. hansenii MTCC 234
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Hyphopichia	burtonii			LYBQ01	NRRL Y-1933
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces	elongisporus			AAPO01	Lodderomyces elongisporus NRRL YB-4239
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	caribbica			BADS01	Meyerozyma caribbica MG20W
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	caribbica			OCTG01	
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	caribbica			OCTI01	
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	caribbica			OCTJ01	
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	caribbica			OCTK01	
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	guilliermondii			AAFM01	Meyerozyma guilliermondii ATCC 6260
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	guilliermondii			FWPJ01	
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Millerozyma	acaciae			BCKO01	Millerozyma acaciae JCM 10732
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Millerozyma	farinosa			FO082059	Millerozyma farinosa CBS 7064 (Pichia sorbitophila)
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Millerozyma	farinosa			NBND01	KCTC 27753
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Peterozyma	xylosa			NHAN01	NRRL Y-12939
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Priceomyces	haplophilus			BCIF01	Priceomyces haplophilus JCM 1635
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	lignosus			BCGS01	Scheffersomyces lignosus JCM 9837
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	shehatae			BDMO01	ATY839
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	shehatae			BDMP01	NBRC 1983
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	stambukii			NBZC01	UFMG-CM-Y427
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	stipitis			CM000437	Scheffersomyces stipitis CBS 6054 (Pichia stipitis)
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	stipitis			AAVQ01	Scheffersomyces stipitis CBS 6054
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	arborariae			AYLH01	Spathaspora arborariae UFMG-19.1A
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	boniae			MXQC01	UFMG-CM-Y306
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	girioi			LQMS01	Spathaspora girioi UFMG-CM-Y302
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	gorwiae			LQMZ01	Spathaspora gorwiae UFMG-CM-Y312
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	hagerdaliae			LQHL01	Spathaspora hagerdaliae UFMG-CM-Y303
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	passalidarum			AEIK01	Spathaspora passalidarum NRRL Y-27907
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	xylofermentans			NDXA01	UFMG-HMD23.3
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora				PPUV01	UFMG-CM-Y6060
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Suhomyces	tanzawaensis			LYME01	NRRL Y-17324
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Wickerhamia	fluorescens			BCGE01	Wickerhamia fluorescens JCM 1821
Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	laniorum			MVNT01	yHMH7
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Galactomyces	candidus			CCBN01	CLIB 918
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Galactomyces	candidus			JMRO02	3C
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	candidum			JMRO01	Geotrichum candidum 3C
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	fermentans			LFTX01	CICC 1368
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Saprochaete	clavata			CBXB01	Saprochaete clavata CNRMA 12.647
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Sporopachydermia	quercuum			BCGN01	Sporopachydermia quercuum JCM 9486
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	deformans			BCIW01	Yarrowia deformans JCM 1694
Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	keelungensis			BCJD01	Yarrowia keelungensis JCM 14894
